,flightdate,dayofweek,weather
21972,2013-01-31,4,Overcast
21973,2013-01-04,5,Sunny
21974,2013-01-02,3,Clear
21975,2013-01-03,4,Overcast
21976,2013-01-05,6,Partly cloudy
21977,2013-01-09,3,Sunny
21978,2013-01-10,4,Partly cloudy
21979,2013-01-07,1,Sunny
21980,2013-01-02,3,Sunny
21981,2013-01-06,7,Overcast
21982,2013-01-12,6,Partly cloudy
21983,2013-01-13,7,Overcast
21984,2013-01-19,6,Cloudy
21985,2013-01-20,7,Partly cloudy
21986,2013-01-26,6,Sunny
21987,2013-01-23,3,Overcast
21988,2013-01-28,1,Cloudy
21989,2013-01-27,7,Moderate or heavy snow showers
21990,2013-01-18,5,Clear
21991,2013-01-17,4,Clear
21992,2013-01-21,1,Clear
21993,2013-01-27,7,Partly cloudy
21994,2013-01-20,7,Clear
21995,2013-01-31,4,Overcast
21996,2013-01-30,3,Light freezing rain
21997,2013-01-01,2,Cloudy
21998,2013-01-02,3,Clear
21999,2013-01-04,5,Sunny
22000,2013-01-01,2,Cloudy
22001,2013-01-09,3,Partly cloudy
22002,2013-01-16,3,Clear
22003,2013-01-23,3,Partly cloudy
22004,2013-01-30,3,Moderate rain at times
22005,2013-01-04,5,Sunny
22006,2013-01-03,4,Overcast
22007,2013-01-14,1,Sunny
22008,2013-01-11,5,Patchy rain possible
22009,2013-01-21,1,Overcast
22010,2013-01-18,5,Partly cloudy
22011,2013-01-17,4,Sunny
22012,2013-01-24,4,Overcast
22013,2013-01-25,5,Light freezing rain
22014,2013-01-28,1,Patchy rain possible
22015,2013-01-31,4,Overcast
22016,2013-01-15,2,Sunny
22017,2013-01-14,1,Sunny
22018,2013-01-16,3,Sunny
22019,2013-01-11,5,Patchy rain possible
22020,2013-01-08,2,Partly cloudy
22021,2013-01-21,1,Clear
22022,2013-01-22,2,Partly cloudy
22023,2013-01-31,4,Overcast
22024,2013-01-30,3,Light freezing rain
22025,2013-01-29,2,Moderate or heavy rain shower
22026,2013-01-07,1,Sunny
22027,2013-01-10,4,Partly cloudy
22028,2013-01-09,3,Sunny
22029,2013-01-03,4,Overcast
22030,2013-01-04,5,Sunny
22031,2013-01-29,2,Moderate rain at times
22032,2013-01-05,6,Partly cloudy
22033,2013-01-22,2,Partly cloudy
22034,2013-01-21,1,Clear
22035,2013-01-20,7,Clear
22036,2013-01-13,7,Overcast
22037,2013-01-27,7,Partly cloudy
22038,2013-01-12,6,Cloudy
22039,2013-01-05,6,Partly cloudy
22040,2013-01-04,5,Clear
22041,2013-01-03,4,Partly cloudy
22042,2013-01-25,5,Sunny
22043,2013-01-03,4,Cloudy
22044,2013-01-03,4,Cloudy
22045,2013-01-23,3,Cloudy
22046,2013-01-23,3,Overcast
22047,2013-01-13,7,Overcast
22048,2013-01-27,7,Partly cloudy
22049,2013-01-20,7,Partly cloudy
22050,2013-01-06,7,Overcast
22051,2013-01-24,4,Overcast
22052,2013-01-03,4,Overcast
22053,2013-01-26,6,Sunny
22054,2013-01-01,2,Sunny
22055,2013-01-26,6,Sunny
22056,2013-01-08,2,Sunny
22057,2013-01-01,2,Sunny
22058,2013-01-02,3,Sunny
22059,2013-01-29,2,Moderate or heavy rain shower
22060,2013-01-22,2,Partly cloudy
22061,2013-01-14,1,Clear
22062,2013-01-01,2,Clear
22063,2013-01-02,3,Clear
22064,2013-01-16,3,Sunny
22065,2013-01-16,3,Cloudy
22066,2013-01-20,7,Partly cloudy
22067,2013-01-20,7,Overcast
22068,2013-01-20,7,Cloudy
22069,2013-01-24,4,Overcast
22070,2013-01-15,2,Sunny
22071,2013-01-14,1,Sunny
22072,2013-01-05,6,Patchy rain possible
22073,2013-01-12,6,Partly cloudy
22074,2013-01-19,6,Cloudy
22075,2013-01-26,6,Sunny
22076,2013-01-09,3,Sunny
22077,2013-01-10,4,Sunny
22078,2013-01-11,5,Patchy rain possible
22079,2013-01-16,3,Sunny
22080,2013-01-14,1,Sunny
22081,2013-01-28,1,Patchy rain possible
22082,2013-01-16,3,Sunny
22083,2013-01-26,6,Sunny
22084,2013-01-27,7,Partly cloudy
22085,2013-01-28,1,Patchy rain possible
22086,2013-01-23,3,Overcast
22087,2013-01-24,4,Overcast
22088,2013-01-02,3,Sunny
22089,2013-01-01,2,Sunny
22090,2013-01-09,3,Sunny
22091,2013-01-03,4,Overcast
22092,2013-01-04,5,Sunny
22093,2013-01-28,1,Patchy rain possible
22094,2013-01-25,5,Light freezing rain
22095,2013-01-24,4,Overcast
22096,2013-01-23,3,Overcast
22097,2013-01-21,1,Overcast
22098,2013-01-22,2,Sunny
22099,2013-01-17,4,Sunny
22100,2013-01-18,5,Partly cloudy
22101,2013-01-02,3,Clear
22102,2013-01-01,2,Cloudy
22103,2013-01-06,7,Overcast
22104,2013-01-06,7,Partly cloudy
22105,2013-01-31,4,Overcast
22106,2013-01-14,1,Sunny
22107,2013-01-16,3,Cloudy
22108,2013-01-13,7,Partly cloudy
22109,2013-01-11,5,Cloudy
22110,2013-01-22,2,Sunny
22111,2013-01-03,4,Overcast
22112,2013-01-20,7,Overcast
22113,2013-01-21,1,Sunny
22114,2013-01-18,5,Sunny
22115,2013-01-17,4,Sunny
22116,2013-01-27,7,Moderate snow
22117,2013-01-28,1,Overcast
22118,2013-01-05,6,Partly cloudy
22119,2013-01-06,7,Overcast
22120,2013-01-13,7,Overcast
22121,2013-01-20,7,Sunny
22122,2013-01-27,7,Partly cloudy
22123,2013-01-07,1,Sunny
22124,2013-01-04,5,Sunny
22125,2013-01-03,4,Cloudy
22126,2013-01-11,5,Patchy rain possible
22127,2013-01-16,3,Sunny
22128,2013-01-14,1,Sunny
22129,2013-01-07,1,Sunny
22130,2013-01-09,3,Sunny
22131,2013-01-10,4,Sunny
22132,2013-01-02,3,Sunny
22133,2013-01-18,5,Partly cloudy
22134,2013-01-28,1,Moderate rain at times
22135,2013-01-23,3,Cloudy
22136,2013-01-24,4,Partly cloudy
22137,2013-01-25,5,Overcast
22138,2013-01-13,7,Overcast
22139,2013-01-06,7,Overcast
22140,2013-01-27,7,Partly cloudy
22141,2013-01-20,7,Sunny
22142,2013-01-07,1,Sunny
22143,2013-01-04,5,Sunny
22144,2013-01-03,4,Overcast
22145,2013-01-15,2,Sunny
22146,2013-01-17,4,Sunny
22147,2013-01-24,4,Cloudy
22148,2013-01-24,4,Overcast
22149,2013-01-24,4,Overcast
22150,2013-01-27,7,Light freezing rain
22151,2013-01-25,5,Partly cloudy
22152,2013-01-21,1,Sunny
22153,2013-01-25,5,Light freezing rain
22154,2013-01-30,3,Overcast
22155,2013-01-30,3,Moderate or heavy rain shower
22156,2013-01-30,3,Patchy rain possible
22157,2013-01-08,2,Sunny
22158,2013-01-10,4,Partly cloudy
22159,2013-01-09,3,Sunny
22160,2013-01-03,4,Cloudy
22161,2013-01-04,5,Sunny
22162,2013-01-11,5,Cloudy
22163,2013-01-03,4,Overcast
22164,2013-01-06,7,Overcast
22165,2013-01-13,7,Overcast
22166,2013-01-20,7,Partly cloudy
22167,2013-01-27,7,Partly cloudy
22168,2013-01-11,5,Patchy rain possible
22169,2013-01-16,3,Sunny
22170,2013-01-05,6,Partly cloudy
22171,2013-01-14,1,Sunny
22172,2013-01-07,1,Sunny
22173,2013-01-10,4,Sunny
22174,2013-01-09,3,Sunny
22175,2013-01-03,4,Cloudy
22176,2013-01-03,4,Overcast
22177,2013-01-09,3,Sunny
22178,2013-01-13,7,Overcast
22179,2013-01-11,5,Cloudy
22180,2013-01-20,7,Cloudy
22181,2013-01-21,1,Partly cloudy
22182,2013-01-18,5,Partly cloudy
22183,2013-01-16,3,Clear
22184,2013-01-30,3,Moderate rain at times
22185,2013-01-23,3,Partly cloudy
22186,2013-01-23,3,Overcast
22187,2013-01-25,5,Sunny
22188,2013-01-24,4,Overcast
22189,2013-01-27,7,Partly cloudy
22190,2013-01-28,1,Cloudy
22191,2013-01-13,7,Partly cloudy
22192,2013-01-06,7,Partly cloudy
22193,2013-01-20,7,Overcast
22194,2013-01-27,7,Moderate snow
22195,2013-01-01,2,Sunny
22196,2013-01-03,4,Overcast
22197,2013-01-04,5,Sunny
22198,2013-01-10,4,Sunny
22199,2013-01-09,3,Sunny
22200,2013-01-08,2,Sunny
22201,2013-01-06,7,Overcast
22202,2013-01-11,5,Cloudy
22203,2013-01-08,2,Sunny
22204,2013-01-07,1,Sunny
22205,2013-01-09,3,Sunny
22206,2013-01-10,4,Cloudy
22207,2013-01-03,4,Cloudy
22208,2013-01-04,5,Sunny
22209,2013-01-30,3,Patchy rain possible
22210,2013-01-29,2,Moderate or heavy rain shower
22211,2013-01-31,4,Overcast
22212,2013-01-23,3,Overcast
22213,2013-01-24,4,Partly cloudy
22214,2013-01-20,7,Clear
22215,2013-01-11,5,Patchy rain possible
22216,2013-01-11,5,Cloudy
22217,2013-01-16,3,Sunny
22218,2013-01-22,2,Sunny
22219,2013-01-21,1,Overcast
22220,2013-01-18,5,Partly cloudy
22221,2013-01-17,4,Sunny
22222,2013-01-25,5,Light freezing rain
22223,2013-01-03,4,Overcast
22224,2013-01-24,4,Overcast
22225,2013-01-23,3,Overcast
22226,2013-01-31,4,Overcast
22227,2013-01-29,2,Moderate rain at times
22228,2013-01-28,1,Patchy rain possible
22229,2013-01-01,2,Cloudy
22230,2013-01-01,2,Cloudy
22231,2013-01-02,3,Sunny
22232,2013-01-08,2,Sunny
22233,2013-01-15,2,Partly cloudy
22234,2013-01-22,2,Sunny
22235,2013-01-29,2,Patchy rain possible
22236,2013-01-13,7,Overcast
22237,2013-01-06,7,Overcast
22238,2013-01-01,2,Sunny
22239,2013-01-01,2,Sunny
22240,2013-01-20,7,Partly cloudy
22241,2013-01-27,7,Partly cloudy
22242,2013-01-07,1,Sunny
22243,2013-01-28,1,Overcast
22244,2013-01-15,2,Partly cloudy
22245,2013-01-15,2,Partly cloudy
22246,2013-01-15,2,Sunny
22247,2013-01-14,1,Clear
22248,2013-01-14,1,Sunny
22249,2013-01-14,1,Sunny
22250,2013-01-14,1,Sunny
22251,2013-01-03,4,Overcast
22252,2013-01-06,7,Overcast
22253,2013-01-13,7,Patchy moderate snow
22254,2013-01-04,5,Clear
22255,2013-01-11,5,Patchy rain possible
22256,2013-01-29,2,Moderate rain at times
22257,2013-01-30,3,Patchy rain possible
22258,2013-01-31,4,Overcast
22259,2013-01-18,5,Partly cloudy
22260,2013-01-15,2,Sunny
22261,2013-01-14,1,Sunny
22262,2013-01-20,7,Overcast
22263,2013-01-21,1,Sunny
22264,2013-01-22,2,Sunny
22265,2013-01-17,4,Sunny
22266,2013-01-23,3,Overcast
22267,2013-01-24,4,Partly cloudy
22268,2013-01-25,5,Partly cloudy
22269,2013-01-29,2,Moderate or heavy rain shower
22270,2013-01-30,3,Patchy rain possible
22271,2013-01-06,7,Overcast
22272,2013-01-11,5,Patchy rain possible
22273,2013-01-14,1,Sunny
22274,2013-01-05,6,Patchy rain possible
22275,2013-01-12,6,Partly cloudy
22276,2013-01-26,6,Sunny
22277,2013-01-19,6,Cloudy
22278,2013-01-03,4,Overcast
22279,2013-01-04,5,Sunny
22280,2013-01-07,1,Sunny
22281,2013-01-08,2,Partly cloudy
22282,2013-01-10,4,Partly cloudy
22283,2013-01-13,7,Overcast
22284,2013-01-20,7,Sunny
22285,2013-01-27,7,Partly cloudy
22286,2013-01-07,1,Sunny
22287,2013-01-10,4,Partly cloudy
22288,2013-01-09,3,Sunny
22289,2013-01-04,5,Sunny
22290,2013-01-03,4,Overcast
22291,2013-01-05,6,Partly cloudy
22292,2013-01-03,4,Overcast
22293,2013-01-04,5,Sunny
22294,2013-01-08,2,Partly cloudy
22295,2013-01-07,1,Sunny
22296,2013-01-06,7,Overcast
22297,2013-01-01,2,Cloudy
22298,2013-01-02,3,Clear
22299,2013-01-05,6,Partly cloudy
22300,2013-01-12,6,Cloudy
22301,2013-01-19,6,Overcast
22302,2013-01-09,3,Sunny
22303,2013-01-04,5,Sunny
22304,2013-01-03,4,Overcast
22305,2013-01-28,1,Patchy rain possible
22306,2013-01-23,3,Cloudy
22307,2013-01-25,5,Light freezing rain
22308,2013-01-24,4,Overcast
22309,2013-01-01,2,Sunny
22310,2013-01-21,1,Overcast
22311,2013-01-18,5,Partly cloudy
22312,2013-01-17,4,Sunny
22313,2013-01-30,3,Patchy rain possible
22314,2013-01-31,4,Overcast
22315,2013-01-06,7,Overcast
22316,2013-01-13,7,Overcast
22317,2013-01-20,7,Sunny
22318,2013-01-27,7,Partly cloudy
22319,2013-01-01,2,Cloudy
22320,2013-01-06,7,Clear
22321,2013-01-13,7,Cloudy
22322,2013-01-20,7,Clear
22323,2013-01-16,3,Sunny
22324,2013-01-27,7,Moderate or heavy snow showers
22325,2013-01-04,5,Sunny
22326,2013-01-12,6,Partly cloudy
22327,2013-01-19,6,Cloudy
22328,2013-01-26,6,Sunny
22329,2013-01-19,6,Overcast
22330,2013-01-26,6,Sunny
22331,2013-01-04,5,Clear
22332,2013-01-07,1,Clear
22333,2013-01-13,7,Overcast
22334,2013-01-06,7,Overcast
22335,2013-01-20,7,Cloudy
22336,2013-01-10,4,Partly cloudy
22337,2013-01-09,3,Partly cloudy
22338,2013-01-11,5,Moderate or heavy rain shower
22339,2013-01-16,3,Clear
22340,2013-01-14,1,Clear
22341,2013-01-03,4,Overcast
22342,2013-01-04,5,Sunny
22343,2013-01-07,1,Sunny
22344,2013-01-07,1,Sunny
22345,2013-01-28,1,Patchy rain possible
22346,2013-01-23,3,Cloudy
22347,2013-01-25,5,Light freezing rain
22348,2013-01-24,4,Overcast
22349,2013-01-21,1,Overcast
22350,2013-01-18,5,Partly cloudy
22351,2013-01-01,2,Cloudy
22352,2013-01-07,1,Clear
22353,2013-01-17,4,Sunny
22354,2013-01-30,3,Patchy rain possible
22355,2013-01-30,3,Moderate or heavy rain shower
22356,2013-01-31,4,Overcast
22357,2013-01-11,5,Partly cloudy
22358,2013-01-03,4,Overcast
22359,2013-01-01,2,Sunny
22360,2013-01-01,2,Sunny
22361,2013-01-03,4,Cloudy
22362,2013-01-04,5,Sunny
22363,2013-01-06,7,Overcast
22364,2013-01-07,1,Sunny
22365,2013-01-09,3,Sunny
22366,2013-01-13,7,Cloudy
22367,2013-01-16,3,Overcast
22368,2013-01-14,1,Clear
22369,2013-01-15,2,Clear
22370,2013-01-04,5,Clear
22371,2013-01-03,4,Partly cloudy
22372,2013-01-10,4,Partly cloudy
22373,2013-01-13,7,Overcast
22374,2013-01-11,5,Cloudy
22375,2013-01-16,3,Sunny
22376,2013-01-14,1,Sunny
22377,2013-01-27,7,Partly cloudy
22378,2013-01-10,4,Moderate rain at times
22379,2013-01-09,3,Clear
22380,2013-01-06,7,Clear
22381,2013-01-07,1,Clear
22382,2013-01-08,2,Cloudy
22383,2013-01-31,4,Overcast
22384,2013-01-02,3,Sunny
22385,2013-01-05,6,Partly cloudy
22386,2013-01-12,6,Cloudy
22387,2013-01-16,3,Sunny
22388,2013-01-15,2,Sunny
22389,2013-01-13,7,Overcast
22390,2013-01-11,5,Patchy rain possible
22391,2013-01-30,3,Patchy rain possible
22392,2013-01-26,6,Sunny
22393,2013-01-19,6,Overcast
22394,2013-01-29,2,Moderate or heavy rain shower
22395,2013-01-22,2,Partly cloudy
22396,2013-01-20,7,Sunny
22397,2013-01-17,4,Sunny
22398,2013-01-24,4,Overcast
22399,2013-01-25,5,Light freezing rain
22400,2013-01-23,3,Cloudy
22401,2013-01-27,7,Partly cloudy
22402,2013-01-25,5,Partly cloudy
22403,2013-01-28,1,Overcast
22404,2013-01-22,2,Sunny
22405,2013-01-21,1,Sunny
22406,2013-01-17,4,Sunny
22407,2013-01-15,2,Clear
22408,2013-01-14,1,Clear
22409,2013-01-11,5,Partly cloudy
22410,2013-01-13,7,Cloudy
22411,2013-01-09,3,Clear
22412,2013-01-10,4,Moderate rain at times
22413,2013-01-08,2,Cloudy
22414,2013-01-07,1,Clear
22415,2013-01-06,7,Clear
22416,2013-01-04,5,Clear
22417,2013-01-03,4,Partly cloudy
22418,2013-01-17,4,Sunny
22419,2013-01-16,3,Sunny
22420,2013-01-16,3,Sunny
22421,2013-01-16,3,Sunny
22422,2013-01-16,3,Overcast
22423,2013-01-14,1,Clear
22424,2013-01-13,7,Partly cloudy
22425,2013-01-13,7,Overcast
22426,2013-01-13,7,Overcast
22427,2013-01-13,7,Overcast
22428,2013-01-13,7,Overcast
22429,2013-01-10,4,Moderate rain at times
22430,2013-01-14,1,Sunny
22431,2013-01-13,7,Overcast
22432,2013-01-13,7,Overcast
22433,2013-01-13,7,Overcast
22434,2013-01-10,4,Partly cloudy
22435,2013-01-13,7,Overcast
22436,2013-01-13,7,Clear
22437,2013-01-12,6,Partly cloudy
22438,2013-01-12,6,Partly cloudy
22439,2013-01-13,7,Overcast
22440,2013-01-14,1,Sunny
22441,2013-01-12,6,Cloudy
22442,2013-01-14,1,Sunny
22443,2013-01-11,5,Patchy rain possible
22444,2013-01-11,5,Patchy rain possible
22445,2013-01-12,6,Partly cloudy
22446,2013-01-09,3,Sunny
22447,2013-01-11,5,Partly cloudy
22448,2013-01-10,4,Sunny
22449,2013-01-12,6,Partly cloudy
22450,2013-01-09,3,Sunny
22451,2013-01-09,3,Sunny
22452,2013-01-08,2,Sunny
22453,2013-01-08,2,Partly cloudy
22454,2013-01-12,6,Overcast
22455,2013-01-12,6,Partly cloudy
22456,2013-01-12,6,Patchy rain possible
22457,2013-01-09,3,Sunny
22458,2013-01-11,5,Patchy rain possible
22459,2013-01-12,6,Overcast
22460,2013-01-12,6,Cloudy
22461,2013-01-12,6,Cloudy
22462,2013-01-12,6,Partly cloudy
22463,2013-01-12,6,Partly cloudy
22464,2013-01-10,4,Cloudy
22465,2013-01-08,2,Sunny
22466,2013-01-09,3,Sunny
22467,2013-01-09,3,Sunny
22468,2013-01-12,6,Cloudy
22469,2013-01-10,4,Sunny
22470,2013-01-07,1,Sunny
22471,2013-01-10,4,Sunny
22472,2013-01-10,4,Sunny
22473,2013-01-08,2,Sunny
22474,2013-01-09,3,Sunny
22475,2013-01-09,3,Sunny
22476,2013-01-10,4,Partly cloudy
22477,2013-01-09,3,Sunny
22478,2013-01-07,1,Sunny
22479,2013-01-07,1,Clear
22480,2013-01-07,1,Sunny
22481,2013-01-07,1,Clear
22482,2013-01-07,1,Sunny
22483,2013-01-07,1,Sunny
22484,2013-01-07,1,Sunny
22485,2013-01-08,2,Partly cloudy
22486,2013-01-07,1,Sunny
22487,2013-01-06,7,Overcast
22488,2013-01-08,2,Sunny
22489,2013-01-08,2,Sunny
22490,2013-01-08,2,Partly cloudy
22491,2013-01-07,1,Sunny
22492,2013-01-06,7,Overcast
22493,2013-01-08,2,Cloudy
22494,2013-01-05,6,Partly cloudy
22495,2013-01-05,6,Partly cloudy
22496,2013-01-08,2,Cloudy
22497,2013-01-07,1,Sunny
22498,2013-01-05,6,Partly cloudy
22499,2013-01-08,2,Sunny
22500,2013-01-08,2,Sunny
22501,2013-01-05,6,Partly cloudy
22502,2013-01-27,7,Moderate snow
22503,2013-01-14,1,Sunny
22504,2013-01-12,6,Overcast
22505,2013-01-11,5,Cloudy
22506,2013-01-13,7,Partly cloudy
22507,2013-01-16,3,Cloudy
22508,2013-01-05,6,Partly cloudy
22509,2013-01-07,1,Sunny
22510,2013-01-08,2,Sunny
22511,2013-01-03,4,Cloudy
22512,2013-01-01,2,Sunny
22513,2013-01-02,3,Sunny
22514,2013-01-20,7,Clear
22515,2013-01-21,1,Clear
22516,2013-01-23,3,Overcast
22517,2013-01-22,2,Partly cloudy
22518,2013-01-29,2,Moderate or heavy rain shower
22519,2013-01-15,2,Sunny
22520,2013-01-18,5,Sunny
22521,2013-01-17,4,Sunny
22522,2013-01-04,5,Sunny
22523,2013-01-09,3,Sunny
22524,2013-01-25,5,Overcast
22525,2013-01-24,4,Partly cloudy
22526,2013-01-28,1,Cloudy
22527,2013-01-27,7,Moderate or heavy snow showers
22528,2013-01-13,7,Cloudy
22529,2013-01-14,1,Clear
22530,2013-01-10,4,Cloudy
22531,2013-01-08,2,Sunny
22532,2013-01-07,1,Sunny
22533,2013-01-30,3,Patchy rain possible
22534,2013-01-31,4,Overcast
22535,2013-01-19,6,Cloudy
22536,2013-01-11,5,Partly cloudy
22537,2013-01-16,3,Overcast
22538,2013-01-15,2,Clear
22539,2013-01-01,2,Sunny
22540,2013-01-03,4,Cloudy
22541,2013-01-04,5,Sunny
22542,2013-01-05,6,Patchy rain possible
22543,2013-01-06,7,Partly cloudy
22544,2013-01-08,2,Sunny
22545,2013-01-07,1,Sunny
22546,2013-01-10,4,Cloudy
22547,2013-01-09,3,Sunny
22548,2013-01-30,3,Patchy rain possible
22549,2013-01-02,3,Clear
22550,2013-01-04,5,Sunny
22551,2013-01-03,4,Cloudy
22552,2013-01-08,2,Sunny
22553,2013-01-03,4,Overcast
22554,2013-01-15,2,Clear
22555,2013-01-08,2,Clear
22556,2013-01-29,2,Moderate or heavy rain shower
22557,2013-01-22,2,Partly cloudy
22558,2013-01-02,3,Sunny
22559,2013-01-05,6,Partly cloudy
22560,2013-01-08,2,Sunny
22561,2013-01-09,3,Clear
22562,2013-01-09,3,Sunny
22563,2013-01-09,3,Sunny
22564,2013-01-24,4,Overcast
22565,2013-01-17,4,Sunny
22566,2013-01-17,4,Clear
22567,2013-01-25,5,Cloudy
22568,2013-01-30,3,Patchy rain possible
22569,2013-01-23,3,Overcast
22570,2013-01-21,1,Sunny
22571,2013-01-22,2,Partly cloudy
22572,2013-01-20,7,Overcast
22573,2013-01-20,7,Sunny
22574,2013-01-21,1,Partly cloudy
22575,2013-01-23,3,Cloudy
22576,2013-01-23,3,Cloudy
22577,2013-01-22,2,Sunny
22578,2013-01-20,7,Cloudy
22579,2013-01-22,2,Sunny
22580,2013-01-24,4,Overcast
22581,2013-01-20,7,Sunny
22582,2013-01-22,2,Partly cloudy
22583,2013-01-22,2,Partly cloudy
22584,2013-01-23,3,Overcast
22585,2013-01-22,2,Sunny
22586,2013-01-22,2,Partly cloudy
22587,2013-01-20,7,Partly cloudy
22588,2013-01-20,7,Overcast
22589,2013-01-20,7,Clear
22590,2013-01-20,7,Sunny
22591,2013-01-20,7,Partly cloudy
22592,2013-01-22,2,Partly cloudy
22593,2013-01-22,2,Partly cloudy
22594,2013-01-20,7,Partly cloudy
22595,2013-01-21,1,Overcast
22596,2013-01-18,5,Partly cloudy
22597,2013-01-22,2,Sunny
22598,2013-01-20,7,Partly cloudy
22599,2013-01-20,7,Overcast
22600,2013-01-17,4,Sunny
22601,2013-01-21,1,Partly cloudy
22602,2013-01-18,5,Partly cloudy
22603,2013-01-18,5,Partly cloudy
22604,2013-01-19,6,Overcast
22605,2013-01-19,6,Cloudy
22606,2013-01-17,4,Sunny
22607,2013-01-18,5,Partly cloudy
22608,2013-01-18,5,Partly cloudy
22609,2013-01-18,5,Partly cloudy
22610,2013-01-18,5,Partly cloudy
22611,2013-01-17,4,Sunny
22612,2013-01-17,4,Sunny
22613,2013-01-18,5,Clear
22614,2013-01-06,7,Overcast
22615,2013-01-01,2,Cloudy
22616,2013-01-02,3,Clear
22617,2013-01-03,4,Overcast
22618,2013-01-18,5,Partly cloudy
22619,2013-01-17,4,Sunny
22620,2013-01-17,4,Sunny
22621,2013-01-17,4,Clear
22622,2013-01-16,3,Sunny
22623,2013-01-18,5,Partly cloudy
22624,2013-01-17,4,Sunny
22625,2013-01-15,2,Sunny
22626,2013-01-16,3,Sunny
22627,2013-01-14,1,Sunny
22628,2013-01-11,5,Patchy rain possible
22629,2013-01-12,6,Cloudy
22630,2013-01-17,4,Sunny
22631,2013-01-13,7,Overcast
22632,2013-01-29,2,Moderate or heavy rain shower
22633,2013-01-27,7,Partly cloudy
22634,2013-01-26,6,Sunny
22635,2013-01-28,1,Patchy rain possible
22636,2013-01-25,5,Light freezing rain
22637,2013-01-14,1,Clear
22638,2013-01-16,3,Sunny
22639,2013-01-16,3,Cloudy
22640,2013-01-17,4,Sunny
22641,2013-01-16,3,Sunny
22642,2013-01-18,5,Partly cloudy
22643,2013-01-17,4,Sunny
22644,2013-01-17,4,Clear
22645,2013-01-14,1,Sunny
22646,2013-01-16,3,Cloudy
22647,2013-01-18,5,Partly cloudy
22648,2013-01-17,4,Sunny
22649,2013-01-17,4,Sunny
22650,2013-01-16,3,Sunny
22651,2013-01-16,3,Sunny
22652,2013-01-14,1,Sunny
22653,2013-01-29,2,Moderate or heavy rain shower
22654,2013-01-29,2,Moderate or heavy rain shower
22655,2013-01-29,2,Moderate or heavy rain shower
22656,2013-01-15,2,Sunny
22657,2013-01-14,1,Sunny
22658,2013-01-31,4,Overcast
22659,2013-01-31,4,Overcast
22660,2013-01-15,2,Sunny
22661,2013-01-14,1,Sunny
22662,2013-01-31,4,Overcast
22663,2013-01-30,3,Light freezing rain
22664,2013-01-29,2,Patchy rain possible
22665,2013-01-30,3,Overcast
22666,2013-01-30,3,Light freezing rain
22667,2013-01-29,2,Moderate or heavy rain shower
22668,2013-01-29,2,Moderate or heavy rain shower
22669,2013-01-28,1,Patchy rain possible
22670,2013-01-28,1,Overcast
22671,2013-01-28,1,Patchy rain possible
22672,2013-01-28,1,Patchy rain possible
22673,2013-01-28,1,Cloudy
22674,2013-01-28,1,Cloudy
22675,2013-01-28,1,Overcast
22676,2013-01-28,1,Overcast
22677,2013-01-26,6,Sunny
22678,2013-01-26,6,Sunny
22679,2013-01-04,5,Sunny
22680,2013-01-08,2,Sunny
22681,2013-01-05,6,Partly cloudy
22682,2013-01-03,4,Cloudy
22683,2013-01-06,7,Overcast
22684,2013-01-26,6,Sunny
22685,2013-01-26,6,Sunny
22686,2013-01-26,6,Sunny
22687,2013-01-26,6,Clear
22688,2013-01-26,6,Sunny
22689,2013-01-24,4,Partly cloudy
22690,2013-01-26,6,Sunny
22691,2013-01-25,5,Light freezing rain
22692,2013-01-29,2,Moderate or heavy rain shower
22693,2013-01-24,4,Overcast
22694,2013-01-26,6,Sunny
22695,2013-01-24,4,Overcast
22696,2013-01-26,6,Sunny
22697,2013-01-26,6,Sunny
22698,2013-01-25,5,Light freezing rain
22699,2013-01-29,2,Moderate or heavy rain shower
22700,2013-01-25,5,Light freezing rain
22701,2013-01-25,5,Partly cloudy
22702,2013-01-26,6,Sunny
22703,2013-01-25,5,Light freezing rain
22704,2013-01-24,4,Overcast
22705,2013-01-25,5,Partly cloudy
22706,2013-01-29,2,Moderate or heavy rain shower
22707,2013-01-25,5,Overcast
22708,2013-01-25,5,Light freezing rain
22709,2013-01-25,5,Sunny
22710,2013-01-24,4,Partly cloudy
22711,2013-01-24,4,Partly cloudy
22712,2013-01-24,4,Overcast
22713,2013-01-25,5,Overcast
22714,2013-01-25,5,Sunny
22715,2013-01-31,4,Overcast
22716,2013-01-31,4,Overcast
22717,2013-01-03,4,Cloudy
22718,2013-01-24,4,Overcast
22719,2013-01-24,4,Overcast
22720,2013-01-25,5,Sunny
22721,2013-01-25,5,Overcast
22722,2013-01-19,6,Overcast
22723,2013-01-03,4,Cloudy
22724,2013-01-03,4,Cloudy
22725,2013-01-04,5,Sunny
22726,2013-01-05,6,Patchy rain possible
22727,2013-01-09,3,Sunny
22728,2013-01-10,4,Partly cloudy
22729,2013-01-11,5,Cloudy
22730,2013-01-06,7,Overcast
22731,2013-01-07,1,Sunny
22732,2013-01-24,4,Overcast
22733,2013-01-24,4,Partly cloudy
22734,2013-01-21,1,Sunny
22735,2013-01-24,4,Overcast
22736,2013-01-22,2,Partly cloudy
22737,2013-01-27,7,Partly cloudy
22738,2013-01-03,4,Cloudy
22739,2013-01-02,3,Sunny
22740,2013-01-01,2,Sunny
22741,2013-01-27,7,Partly cloudy
22742,2013-01-07,1,Sunny
